# step_count,bc_1,bc_2,bc_3,ac_1,ac_2,ac_3,ac_4,ac_5,ac_6,ic_1,ic_2,ic_3,pc_1_2_1_hb,pc_1_2_2_hb,pc_1_3_1_hb,pc_1_3_2_hb,pc_1_1_1,pc_1_1_2,pc_1_2_1,pc_1_2_2,pc_1_3_1,pc_1_3_2,pc_2_2_1,pc_2_2_2,pc_2_3_1,pc_2_3_2,pc_3_3_1,pc_3_3_2
1.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.453000e+00,5.716000e+00,1.453000e+00,5.716000e+00,1.368000e+00,5.429000e+00,1.107000e+00,4.436000e+00,9.801000e-01,4.423000e+00,9.151000e-01,5.429000e+00,1.037000e+00,3.804000e+00,1.450000e+00,5.429000e+00
2.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.428000e+00,5.756000e+00,1.428000e+00,5.756000e+00,1.111000e+00,4.575000e+00,1.351000e+00,3.892000e+00,5.364000e-01,3.933000e+00,1.378000e+00,4.575000e+00,8.373000e-01,3.784000e+00,1.473000e+00,4.575000e+00
3.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.550000e+00,5.902000e+00,1.550000e+00,5.902000e+00,8.914000e-01,5.274000e+00,7.775000e-01,4.034000e+00,9.985000e-01,4.230000e+00,7.362000e-01,5.274000e+00,1.431000e+00,3.755000e+00,9.997000e-01,5.274000e+00
4.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.529000e+00,6.040000e+00,1.529000e+00,6.040000e+00,1.123000e+00,4.881000e+00,9.679000e-01,4.058000e+00,1.253000e+00,3.815000e+00,8.074000e-01,4.881000e+00,9.897000e-01,3.750000e+00,6.406000e-01,4.881000e+00
5.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.402000e+00,5.897000e+00,1.402000e+00,5.897000e+00,7.814000e-01,5.407000e+00,6.285000e-01,4.024000e+00,7.805000e-01,4.206000e+00,9.153000e-01,5.407000e+00,5.766000e-01,3.800000e+00,5.025000e-01,5.407000e+00
6.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.434000e+00,6.127000e+00,1.434000e+00,6.127000e+00,1.333000e+00,5.041000e+00,9.199000e-01,4.102000e+00,1.114000e+00,4.239000e+00,1.111000e+00,5.041000e+00,1.343000e+00,3.735000e+00,1.483000e+00,5.041000e+00
7.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.575000e+00,6.250000e+00,1.575000e+00,6.250000e+00,1.261000e+00,5.575000e+00,1.046000e+00,3.815000e+00,1.355000e+00,4.525000e+00,1.319000e+00,5.575000e+00,1.441000e+00,3.572000e+00,9.871000e-01,5.575000e+00
8.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.538000e+00,6.003000e+00,1.538000e+00,6.003000e+00,1.241000e+00,5.479000e+00,1.135000e+00,4.650000e+00,1.050000e+00,3.728000e+00,1.001000e+00,5.479000e+00,1.031000e+00,3.447000e+00,1.021000e+00,5.479000e+00
9.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.488000e+00,6.087000e+00,1.488000e+00,6.087000e+00,1.450000e+00,5.551000e+00,5.477000e-01,4.200000e+00,1.074000e+00,3.754000e+00,1.471000e+00,5.551000e+00,7.971000e-01,4.054000e+00,7.364000e-01,5.551000e+00
1.000000e+01,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.537000e+00,5.806000e+00,1.537000e+00,5.806000e+00,9.953000e-01,4.678000e+00,1.363000e+00,4.649000e+00,6.250000e-01,3.966000e+00,8.577000e-01,4.678000e+00,1.128000e+00,3.330000e+00,1.413000e+00,4.678000e+00
