# step_count,bc_1,bc_2,bc_3,ac_1,ac_2,ac_3,ac_4,ac_5,ac_6,ic_1,ic_2,ic_3
1.000000e+00,6.716000e+01,8.641000e+01,1.177000e+02,2.606000e+01,3.264000e+01,2.568000e+01,2.296000e+01,2.185000e+01,1.887000e+01,6.991000e-01,6.389000e-01,6.976000e-01
2.000000e+00,6.058000e+01,7.794000e+01,1.062000e+02,2.646000e+01,3.314000e+01,2.607000e+01,2.331000e+01,2.219000e+01,1.916000e+01,7.498000e-01,6.852000e-01,7.482000e-01
3.000000e+00,6.070000e+01,7.810000e+01,1.064000e+02,3.220000e+01,4.033000e+01,3.173000e+01,2.836000e+01,2.700000e+01,2.331000e+01,7.095000e-01,6.484000e-01,7.080000e-01
4.000000e+00,6.076000e+01,7.817000e+01,1.065000e+02,3.244000e+01,4.063000e+01,3.197000e+01,2.858000e+01,2.720000e+01,2.349000e+01,3.833000e-01,3.503000e-01,3.825000e-01
5.000000e+00,6.254000e+01,8.046000e+01,1.096000e+02,3.194000e+01,4.000000e+01,3.147000e+01,2.814000e+01,2.678000e+01,2.312000e+01,5.503000e-01,5.029000e-01,5.491000e-01
6.000000e+00,6.629000e+01,8.529000e+01,1.162000e+02,2.852000e+01,3.572000e+01,2.810000e+01,2.512000e+01,2.392000e+01,2.065000e+01,2.884000e-01,2.636000e-01,2.878000e-01
7.000000e+00,6.811000e+01,8.763000e+01,1.194000e+02,2.659000e+01,3.330000e+01,2.620000e+01,2.342000e+01,2.230000e+01,1.925000e+01,6.400000e-01,5.849000e-01,6.387000e-01
8.000000e+00,6.152000e+01,7.915000e+01,1.079000e+02,3.216000e+01,4.028000e+01,3.169000e+01,2.833000e+01,2.697000e+01,2.328000e+01,5.198000e-01,4.750000e-01,5.187000e-01
9.000000e+00,7.876000e+01,1.013000e+02,1.381000e+02,3.363000e+01,4.212000e+01,3.314000e+01,2.962000e+01,2.820000e+01,2.435000e+01,1.952000e-01,1.784000e-01,1.948000e-01
1.000000e+01,7.428000e+01,9.557000e+01,1.302000e+02,3.405000e+01,4.264000e+01,3.355000e+01,2.999000e+01,2.855000e+01,2.465000e+01,1.818000e-01,1.661000e-01,1.814000e-01
1.100000e+01,6.782000e+01,8.726000e+01,1.189000e+02,2.874000e+01,3.599000e+01,2.832000e+01,2.532000e+01,2.410000e+01,2.081000e+01,2.623000e-01,2.397000e-01,2.617000e-01
1.200000e+01,6.093000e+01,7.839000e+01,1.068000e+02,2.877000e+01,3.603000e+01,2.835000e+01,2.534000e+01,2.413000e+01,2.083000e+01,4.276000e-01,3.908000e-01,4.267000e-01
1.300000e+01,7.422000e+01,9.549000e+01,1.301000e+02,2.766000e+01,3.464000e+01,2.726000e+01,2.437000e+01,2.320000e+01,2.003000e+01,2.634000e-01,2.407000e-01,2.628000e-01
1.400000e+01,6.490000e+01,8.350000e+01,1.138000e+02,2.838000e+01,3.554000e+01,2.797000e+01,2.500000e+01,2.380000e+01,2.055000e+01,7.784000e-01,7.114000e-01,7.768000e-01
1.500000e+01,7.116000e+01,9.155000e+01,1.248000e+02,3.428000e+01,4.293000e+01,3.378000e+01,3.020000e+01,2.875000e+01,2.482000e+01,3.577000e-01,3.269000e-01,3.569000e-01
1.600000e+01,6.323000e+01,8.135000e+01,1.108000e+02,2.941000e+01,3.683000e+01,2.898000e+01,2.591000e+01,2.466000e+01,2.129000e+01,2.317000e-01,2.118000e-01,2.312000e-01
1.700000e+01,6.713000e+01,8.637000e+01,1.177000e+02,2.659000e+01,3.330000e+01,2.620000e+01,2.342000e+01,2.230000e+01,1.925000e+01,5.155000e-01,4.711000e-01,5.144000e-01
1.800000e+01,7.460000e+01,9.598000e+01,1.308000e+02,3.009000e+01,3.768000e+01,2.965000e+01,2.651000e+01,2.523000e+01,2.179000e+01,5.508000e-01,5.034000e-01,5.496000e-01
1.900000e+01,7.991000e+01,1.028000e+02,1.401000e+02,2.582000e+01,3.234000e+01,2.544000e+01,2.274000e+01,2.165000e+01,1.869000e+01,7.987000e-01,7.299000e-01,7.970000e-01
2.000000e+01,7.133000e+01,9.177000e+01,1.250000e+02,3.371000e+01,4.222000e+01,3.322000e+01,2.970000e+01,2.827000e+01,2.441000e+01,2.007000e-01,1.834000e-01,2.003000e-01
2.100000e+01,6.795000e+01,8.742000e+01,1.191000e+02,3.266000e+01,4.090000e+01,3.218000e+01,2.877000e+01,2.739000e+01,2.365000e+01,4.531000e-01,4.141000e-01,4.521000e-01
2.200000e+01,6.650000e+01,8.556000e+01,1.166000e+02,2.694000e+01,3.374000e+01,2.655000e+01,2.373000e+01,2.259000e+01,1.950000e+01,3.165000e-01,2.892000e-01,3.158000e-01
2.300000e+01,6.768000e+01,8.708000e+01,1.186000e+02,2.537000e+01,3.177000e+01,2.500000e+01,2.235000e+01,2.128000e+01,1.837000e+01,4.307000e-01,3.936000e-01,4.298000e-01
2.400000e+01,7.698000e+01,9.904000e+01,1.350000e+02,2.518000e+01,3.154000e+01,2.481000e+01,2.218000e+01,2.112000e+01,1.823000e+01,1.662000e-01,1.519000e-01,1.659000e-01
2.500000e+01,7.046000e+01,9.065000e+01,1.235000e+02,2.949000e+01,3.693000e+01,2.906000e+01,2.598000e+01,2.473000e+01,2.135000e+01,4.096000e-01,3.743000e-01,4.087000e-01
2.600000e+01,6.008000e+01,7.730000e+01,1.053000e+02,3.001000e+01,3.758000e+01,2.957000e+01,2.644000e+01,2.517000e+01,2.173000e+01,4.241000e-01,3.876000e-01,4.232000e-01
2.700000e+01,6.176000e+01,7.946000e+01,1.083000e+02,2.863000e+01,3.586000e+01,2.821000e+01,2.522000e+01,2.401000e+01,2.073000e+01,1.734000e-01,1.585000e-01,1.730000e-01
2.800000e+01,6.969000e+01,8.966000e+01,1.222000e+02,3.230000e+01,4.045000e+01,3.183000e+01,2.845000e+01,2.709000e+01,2.339000e+01,2.111000e-01,1.929000e-01,2.107000e-01
2.900000e+01,7.126000e+01,9.168000e+01,1.249000e+02,2.948000e+01,3.692000e+01,2.905000e+01,2.597000e+01,2.472000e+01,2.134000e+01,4.984000e-01,4.555000e-01,4.974000e-01
3.000000e+01,7.933000e+01,1.021000e+02,1.391000e+02,2.835000e+01,3.551000e+01,2.794000e+01,2.497000e+01,2.377000e+01,2.053000e+01,6.083000e-01,5.559000e-01,6.070000e-01
3.100000e+01,7.293000e+01,9.383000e+01,1.279000e+02,2.696000e+01,3.376000e+01,2.657000e+01,2.375000e+01,2.261000e+01,1.952000e+01,5.429000e-01,4.962000e-01,5.418000e-01
3.200000e+01,7.999000e+01,1.029000e+02,1.402000e+02,3.067000e+01,3.841000e+01,3.022000e+01,2.702000e+01,2.572000e+01,2.221000e+01,2.742000e-01,2.506000e-01,2.736000e-01
3.300000e+01,6.491000e+01,8.351000e+01,1.138000e+02,2.991000e+01,3.746000e+01,2.947000e+01,2.635000e+01,2.508000e+01,2.165000e+01,6.517000e-01,5.956000e-01,6.503000e-01
3.400000e+01,7.804000e+01,1.004000e+02,1.368000e+02,2.592000e+01,3.246000e+01,2.554000e+01,2.283000e+01,2.174000e+01,1.877000e+01,6.846000e-01,6.257000e-01,6.832000e-01
3.500000e+01,6.312000e+01,8.121000e+01,1.107000e+02,3.279000e+01,4.107000e+01,3.231000e+01,2.888000e+01,2.750000e+01,2.374000e+01,6.809000e-01,6.223000e-01,6.795000e-01
