# step_count,fitted_elastic_modulus,elastic_modulus_match_degree,average_bond_length,average_persistence_length,persistence_length_match_degree,average_end_to_end_distance,end_to_end_distance_match_degree,reward_value
1.000000e+00,2.832829e+03,-1.000000e+00,5.271410e-01,2.197655e+01,-1.000000e+00,9.531789e+00,-1.000000e+00,-1.500000e+01
2.000000e+00,2.503494e+03,-1.000000e+00,5.272193e-01,1.331293e+01,-1.000000e+00,9.282227e+00,8.658340e-01,-5.670830e+00
3.000000e+00,3.193577e+03,-1.000000e+00,5.271273e-01,1.306796e+01,-1.000000e+00,9.269832e+00,8.681308e-01,-5.659346e+00
4.000000e+00,2.800069e+03,-1.000000e+00,5.272027e-01,1.379078e+01,-1.000000e+00,9.297808e+00,8.602088e-01,-5.698956e+00
5.000000e+00,2.778123e+03,-1.000000e+00,5.271670e-01,1.288535e+01,-1.000000e+00,9.258656e+00,8.742523e-01,-5.628739e+00
6.000000e+00,3.226276e+03,-1.000000e+00,5.271497e-01,2.519929e+01,-1.000000e+00,9.583507e+00,-1.000000e+00,-1.500000e+01
7.000000e+00,3.061178e+03,-1.000000e+00,5.271450e-01,1.822757e+01,-1.000000e+00,9.452158e+00,-1.000000e+00,-1.500000e+01
8.000000e+00,3.239081e+03,-1.000000e+00,5.271630e-01,2.152925e+01,-1.000000e+00,9.530388e+00,-1.000000e+00,-1.500000e+01
9.000000e+00,2.893422e+03,-1.000000e+00,5.271810e-01,1.617864e+01,-1.000000e+00,9.400439e+00,-1.000000e+00,-1.500000e+01
1.000000e+01,2.797753e+03,-1.000000e+00,5.271317e-01,1.977454e+01,-1.000000e+00,9.487514e+00,-1.000000e+00,-1.500000e+01
1.100000e+01,2.653522e+03,-1.000000e+00,5.271657e-01,1.876129e+01,-1.000000e+00,9.458193e+00,-1.000000e+00,-1.500000e+01
1.200000e+01,2.453192e+03,-1.000000e+00,5.272287e-01,1.022778e+01,7.209263e-01,9.096127e+00,9.064161e-01,3.136712e+00
1.300000e+01,3.037213e+03,-1.000000e+00,5.272527e-01,1.804608e+01,-1.000000e+00,9.443875e+00,-1.000000e+00,-1.500000e+01
1.400000e+01,3.197528e+03,-1.000000e+00,5.270760e-01,2.081491e+01,-1.000000e+00,9.513773e+00,-1.000000e+00,-1.500000e+01
1.500000e+01,3.215600e+03,-1.000000e+00,5.271380e-01,2.066650e+01,-1.000000e+00,9.512532e+00,-1.000000e+00,-1.500000e+01
1.600000e+01,2.517405e+03,-1.000000e+00,5.271920e-01,1.585819e+01,-1.000000e+00,9.386963e+00,-1.000000e+00,-1.500000e+01
1.700000e+01,3.208143e+03,-1.000000e+00,5.271780e-01,1.820947e+01,-1.000000e+00,9.455225e+00,-1.000000e+00,-1.500000e+01
1.800000e+01,3.201476e+03,-1.000000e+00,5.271450e-01,2.188155e+01,-1.000000e+00,9.528260e+00,-1.000000e+00,-1.500000e+01
1.900000e+01,2.715682e+03,-1.000000e+00,5.270997e-01,1.944691e+01,-1.000000e+00,9.487422e+00,-1.000000e+00,-1.500000e+01
