# step_count,bc_1,bc_2,bc_3,ac_1,ac_2,ac_3,ac_4,ac_5,ac_6,ic_1,ic_2,ic_3
1.000000e+00,7.264000e+01,9.346000e+01,1.273000e+02,3.057000e+01,3.829000e+01,3.012000e+01,2.693000e+01,2.564000e+01,2.213000e+01,1.928000e-01,1.762000e-01,1.924000e-01
2.000000e+00,6.676000e+01,8.589000e+01,1.170000e+02,3.241000e+01,4.059000e+01,3.194000e+01,2.855000e+01,2.718000e+01,2.346000e+01,5.073000e-01,4.636000e-01,5.062000e-01
3.000000e+00,7.765000e+01,9.990000e+01,1.361000e+02,2.608000e+01,3.266000e+01,2.570000e+01,2.297000e+01,2.187000e+01,1.888000e+01,3.933000e-01,3.594000e-01,3.925000e-01
4.000000e+00,7.937000e+01,1.021000e+02,1.391000e+02,2.907000e+01,3.641000e+01,2.865000e+01,2.561000e+01,2.438000e+01,2.105000e+01,8.173000e-01,7.469000e-01,8.156000e-01
5.000000e+00,7.544000e+01,9.706000e+01,1.323000e+02,2.843000e+01,3.561000e+01,2.801000e+01,2.504000e+01,2.384000e+01,2.058000e+01,4.307000e-01,3.936000e-01,4.298000e-01
6.000000e+00,6.267000e+01,8.063000e+01,1.099000e+02,3.344000e+01,4.188000e+01,3.295000e+01,2.946000e+01,2.804000e+01,2.421000e+01,2.141000e-01,1.957000e-01,2.137000e-01
7.000000e+00,6.316000e+01,8.126000e+01,1.107000e+02,3.138000e+01,3.930000e+01,3.092000e+01,2.764000e+01,2.632000e+01,2.272000e+01,2.308000e-01,2.109000e-01,2.303000e-01
8.000000e+00,7.876000e+01,1.013000e+02,1.381000e+02,2.968000e+01,3.717000e+01,2.925000e+01,2.615000e+01,2.489000e+01,2.149000e+01,3.493000e-01,3.192000e-01,3.486000e-01
9.000000e+00,6.832000e+01,8.790000e+01,1.198000e+02,2.698000e+01,3.379000e+01,2.659000e+01,2.377000e+01,2.263000e+01,1.953000e+01,5.341000e-01,4.881000e-01,5.330000e-01
1.000000e+01,6.859000e+01,8.825000e+01,1.202000e+02,3.466000e+01,4.341000e+01,3.415000e+01,3.053000e+01,2.907000e+01,2.509000e+01,4.931000e-01,4.506000e-01,4.921000e-01
1.100000e+01,7.096000e+01,9.130000e+01,1.244000e+02,3.149000e+01,3.944000e+01,3.103000e+01,2.774000e+01,2.641000e+01,2.280000e+01,4.465000e-01,4.081000e-01,4.456000e-01
1.200000e+01,6.461000e+01,8.313000e+01,1.133000e+02,2.789000e+01,3.493000e+01,2.748000e+01,2.457000e+01,2.339000e+01,2.019000e+01,7.569000e-01,6.917000e-01,7.553000e-01
1.300000e+01,6.864000e+01,8.831000e+01,1.203000e+02,3.022000e+01,3.785000e+01,2.978000e+01,2.662000e+01,2.534000e+01,2.188000e+01,8.006000e-01,7.317000e-01,7.989000e-01
1.400000e+01,7.867000e+01,1.012000e+02,1.379000e+02,2.868000e+01,3.592000e+01,2.826000e+01,2.526000e+01,2.405000e+01,2.076000e+01,1.804000e-01,1.649000e-01,1.800000e-01
1.500000e+01,7.195000e+01,9.257000e+01,1.261000e+02,3.202000e+01,4.010000e+01,3.155000e+01,2.821000e+01,2.685000e+01,2.318000e+01,8.441000e-01,7.714000e-01,8.423000e-01
1.600000e+01,6.359000e+01,8.181000e+01,1.115000e+02,2.547000e+01,3.190000e+01,2.510000e+01,2.244000e+01,2.136000e+01,1.844000e+01,3.500000e-01,3.199000e-01,3.493000e-01
1.700000e+01,6.510000e+01,8.376000e+01,1.141000e+02,3.160000e+01,3.958000e+01,3.114000e+01,2.784000e+01,2.650000e+01,2.288000e+01,4.652000e-01,4.251000e-01,4.642000e-01
1.800000e+01,7.920000e+01,1.019000e+02,1.388000e+02,2.578000e+01,3.229000e+01,2.540000e+01,2.271000e+01,2.162000e+01,1.866000e+01,3.787000e-01,3.461000e-01,3.779000e-01
1.900000e+01,7.748000e+01,9.969000e+01,1.358000e+02,3.372000e+01,4.223000e+01,3.323000e+01,2.970000e+01,2.828000e+01,2.441000e+01,8.491000e-01,7.760000e-01,8.473000e-01
2.000000e+01,6.356000e+01,8.178000e+01,1.114000e+02,3.426000e+01,4.291000e+01,3.376000e+01,3.018000e+01,2.873000e+01,2.480000e+01,6.112000e-01,5.586000e-01,6.099000e-01
2.100000e+01,7.900000e+01,1.016000e+02,1.385000e+02,2.607000e+01,3.265000e+01,2.569000e+01,2.297000e+01,2.186000e+01,1.887000e+01,7.470000e-01,6.827000e-01,7.454000e-01
