# step_count,fitted_elastic_modulus,elastic_modulus_match_degree,average_bond_length,average_persistence_length,persistence_length_match_degree,average_end_to_end_distance,end_to_end_distance_match_degree,reward_value
1.000000e+00,2.672327e+03,-1.000000e+00,5.271810e-01,1.239830e+01,6.109546e-01,9.232765e+00,8.857090e-01,2.483318e+00
2.000000e+00,2.837971e+03,-1.000000e+00,5.271680e-01,2.130962e+01,-1.000000e+00,9.514213e+00,-1.000000e+00,-1.500000e+01
3.000000e+00,2.484760e+03,-1.000000e+00,5.271600e-01,1.198658e+01,6.240331e-01,9.220794e+00,8.905835e-01,2.573083e+00
4.000000e+00,2.867007e+03,-1.000000e+00,5.271280e-01,2.327652e+01,-1.000000e+00,9.562563e+00,-1.000000e+00,-1.500000e+01
5.000000e+00,2.793393e+03,-1.000000e+00,5.271890e-01,2.122685e+01,-1.000000e+00,9.520212e+00,-1.000000e+00,-1.500000e+01
6.000000e+00,2.540578e+03,-1.000000e+00,5.271497e-01,2.254723e+01,-1.000000e+00,9.548433e+00,-1.000000e+00,-1.500000e+01
7.000000e+00,2.971737e+03,-1.000000e+00,5.271903e-01,1.055475e+01,6.915773e-01,9.123717e+00,9.239572e-01,3.077673e+00
8.000000e+00,2.545051e+03,-1.000000e+00,5.271813e-01,9.326424e+00,7.470248e-01,9.026253e+00,8.818989e-01,3.144618e+00
9.000000e+00,3.157453e+03,-1.000000e+00,5.271847e-01,2.184125e+01,-1.000000e+00,9.534988e+00,-1.000000e+00,-1.500000e+01
1.000000e+01,2.679052e+03,-1.000000e+00,5.272090e-01,2.025186e+01,-1.000000e+00,9.506677e+00,-1.000000e+00,-1.500000e+01
1.100000e+01,2.911160e+03,-1.000000e+00,5.272220e-01,1.706917e+01,-1.000000e+00,9.423358e+00,-1.000000e+00,-1.500000e+01
1.200000e+01,2.879727e+03,-1.000000e+00,5.271980e-01,1.113795e+01,6.604122e-01,9.161640e+00,9.233008e-01,2.918565e+00
1.300000e+01,2.916986e+03,-1.000000e+00,5.271597e-01,2.076059e+01,-1.000000e+00,9.510188e+00,-1.000000e+00,-1.500000e+01
1.400000e+01,3.017772e+03,-1.000000e+00,5.272257e-01,2.162052e+01,-1.000000e+00,9.523805e+00,-1.000000e+00,-1.500000e+01
1.500000e+01,2.642914e+03,8.861535e-01,5.272147e-01,1.500071e+01,-1.000000e+00,9.353515e+00,-1.000000e+00,-5.569233e+00
1.600000e+01,2.686373e+03,-1.000000e+00,5.271917e-01,1.560304e+01,-1.000000e+00,9.379915e+00,-1.000000e+00,-1.500000e+01
1.700000e+01,2.628603e+03,9.050705e-01,5.271783e-01,1.647389e+01,-1.000000e+00,9.398011e+00,-1.000000e+00,-5.474648e+00
1.800000e+01,2.750218e+03,-1.000000e+00,5.271097e-01,2.114735e+01,-1.000000e+00,9.510927e+00,-1.000000e+00,-1.500000e+01
1.900000e+01,2.993408e+03,-1.000000e+00,5.271663e-01,2.384356e+01,-1.000000e+00,9.565045e+00,-1.000000e+00,-1.500000e+01
2.000000e+01,2.845936e+03,-1.000000e+00,5.271563e-01,1.818287e+01,-1.000000e+00,9.464292e+00,-1.000000e+00,-1.500000e+01
2.100000e+01,2.446714e+03,-1.000000e+00,5.271623e-01,2.081196e+01,-1.000000e+00,9.513514e+00,-1.000000e+00,-1.500000e+01
2.200000e+01,3.218495e+03,-1.000000e+00,5.272260e-01,1.412173e+01,-1.000000e+00,9.318726e+00,-1.000000e+00,-1.500000e+01
2.300000e+01,2.574829e+03,9.104205e-01,5.271713e-01,1.340417e+01,-1.000000e+00,9.280250e+00,8.675754e-01,3.889980e+00
2.400000e+01,3.117855e+03,-1.000000e+00,5.272340e-01,1.710680e+01,-1.000000e+00,9.425902e+00,-1.000000e+00,-1.500000e+01
2.500000e+01,2.642134e+03,8.870748e-01,5.272370e-01,1.201030e+01,6.374861e-01,9.222089e+00,8.870488e-01,1.205805e+01
2.600000e+01,2.771054e+03,-1.000000e+00,5.271587e-01,1.666398e+01,-1.000000e+00,9.408852e+00,-1.000000e+00,-1.500000e+01
2.700000e+01,3.100105e+03,-1.000000e+00,5.271520e-01,1.385808e+01,-1.000000e+00,9.307240e+00,8.556193e-01,-5.721904e+00
2.800000e+01,2.813377e+03,-1.000000e+00,5.271017e-01,1.050321e+01,7.185701e-01,9.113791e+00,9.103851e-01,3.144776e+00
2.900000e+01,2.860540e+03,-1.000000e+00,5.271510e-01,2.008128e+01,-1.000000e+00,9.493818e+00,-1.000000e+00,-1.500000e+01
3.000000e+01,2.953109e+03,-1.000000e+00,5.272003e-01,1.498136e+01,-1.000000e+00,9.351331e+00,-1.000000e+00,-1.500000e+01
3.100000e+01,2.812662e+03,-1.000000e+00,5.272017e-01,1.197791e+01,6.378728e-01,9.207904e+00,8.965916e-01,2.672322e+00
3.200000e+01,3.223097e+03,-1.000000e+00,5.271007e-01,1.435840e+01,-1.000000e+00,9.334802e+00,-1.000000e+00,-1.500000e+01
3.300000e+01,3.143692e+03,-1.000000e+00,5.271847e-01,8.916312e+00,7.257178e-01,8.970116e+00,8.688752e-01,2.972965e+00
3.400000e+01,3.146503e+03,-1.000000e+00,5.272077e-01,1.223457e+01,6.098308e-01,9.223827e+00,8.907465e-01,2.502887e+00
3.500000e+01,2.550936e+03,8.792212e-01,5.271810e-01,1.890965e+01,-1.000000e+00,9.471530e+00,-1.000000e+00,-5.603894e+00
3.600000e+01,2.973436e+03,-1.000000e+00,5.271903e-01,1.834226e+01,-1.000000e+00,9.443263e+00,-1.000000e+00,-1.500000e+01
3.700000e+01,2.623930e+03,9.124621e-01,5.272000e-01,1.821063e+01,-1.000000e+00,9.457447e+00,-1.000000e+00,-5.437689e+00
3.800000e+01,3.045862e+03,-1.000000e+00,5.272337e-01,1.070975e+01,6.852702e-01,9.124744e+00,9.243376e-01,3.048039e+00
3.900000e+01,2.601766e+03,9.745966e-01,5.272777e-01,1.778242e+01,-1.000000e+00,9.437511e+00,-1.000000e+00,-5.127017e+00
