# step_count,fitted_elastic_modulus,elastic_modulus_match_degree,average_bond_length,average_persistence_length,persistence_length_match_degree,average_end_to_end_distance,end_to_end_distance_match_degree,reward_value
1.000000e+00,2.602629e+03,9.691796e-01,5.271340e-01,2.339168e+01,4.498300e-01,9.559274e+00,7.948180e-01,1.106914e+01
2.000000e+00,2.576443e+03,9.130871e-01,5.271383e-01,1.482133e+01,5.443008e-01,9.352090e+00,8.440140e-01,1.150701e+01
3.000000e+00,3.103057e+03,6.945084e-01,5.273013e-01,1.002705e+01,7.244192e-01,9.073827e+00,9.056630e-01,1.162295e+01
4.000000e+00,2.847519e+03,7.642080e-01,5.271970e-01,1.602952e+01,5.321895e-01,9.395551e+00,8.307328e-01,1.063565e+01
5.000000e+00,3.116734e+03,6.916552e-01,5.271453e-01,1.426633e+01,5.693125e-01,9.329253e+00,8.469191e-01,1.053943e+01
6.000000e+00,3.111436e+03,6.927532e-01,5.271680e-01,2.138275e+01,4.684651e-01,9.522970e+00,8.019452e-01,9.815817e+00
7.000000e+00,2.649223e+03,8.790488e-01,5.271377e-01,1.992063e+01,4.815249e-01,9.498665e+00,8.067508e-01,1.083662e+01
8.000000e+00,2.577833e+03,9.154701e-01,5.271390e-01,1.990536e+01,4.839329e-01,9.498691e+00,8.069062e-01,1.103155e+01
9.000000e+00,2.439194e+03,8.008372e-01,5.271833e-01,1.970715e+01,4.893062e-01,9.486457e+00,8.090406e-01,1.049592e+01
1.000000e+01,2.569517e+03,9.022998e-01,5.272370e-01,2.224503e+01,4.584687e-01,9.534835e+00,7.994456e-01,1.080107e+01
1.100000e+01,2.724581e+03,8.204140e-01,5.271603e-01,9.253808e+00,7.446794e-01,9.002195e+00,8.800181e-01,1.222556e+01
1.200000e+01,3.160752e+03,6.828703e-01,5.271443e-01,1.284760e+01,6.027493e-01,9.258177e+00,8.745218e-01,1.080071e+01
1.300000e+01,2.448974e+03,8.057936e-01,5.271960e-01,1.854341e+01,4.922698e-01,9.455064e+00,8.175761e-01,1.057820e+01
1.400000e+01,2.457052e+03,8.100589e-01,5.272160e-01,2.010888e+01,4.815802e-01,9.504174e+00,8.058324e-01,1.048736e+01
1.500000e+01,2.510626e+03,8.435942e-01,5.272177e-01,1.648251e+01,5.226366e-01,9.403097e+00,8.293063e-01,1.097769e+01
1.600000e+01,2.792439e+03,7.861281e-01,5.271567e-01,2.133360e+01,4.688576e-01,9.522976e+00,8.020572e-01,1.028521e+01
1.700000e+01,2.959775e+03,7.288693e-01,5.272117e-01,1.905596e+01,4.946951e-01,9.475276e+00,8.109889e-01,1.017277e+01
1.800000e+01,2.576436e+03,9.130747e-01,5.272000e-01,2.295131e+01,4.557976e-01,9.542122e+00,7.983193e-01,1.083596e+01
1.900000e+01,3.202131e+03,6.751116e-01,5.271420e-01,2.016454e+01,4.799882e-01,9.500873e+00,8.061330e-01,9.806164e+00
2.000000e+01,3.115381e+03,6.919347e-01,5.272907e-01,9.746218e+00,7.691459e-01,9.059394e+00,8.991904e-01,1.180135e+01
2.100000e+01,2.978409e+03,7.238511e-01,5.272023e-01,1.039743e+01,6.820937e-01,9.101399e+00,9.203204e-01,1.163133e+01
2.200000e+01,3.034626e+03,7.097954e-01,5.271140e-01,1.165682e+01,6.408003e-01,9.189056e+00,9.096380e-01,1.130117e+01
2.300000e+01,2.503782e+03,8.386642e-01,5.271817e-01,2.302097e+01,4.529288e-01,9.551167e+00,7.960185e-01,1.043806e+01
2.400000e+01,2.869007e+03,7.566251e-01,5.271417e-01,1.844191e+01,5.027931e-01,9.461723e+00,8.133177e-01,1.036368e+01
2.500000e+01,2.627127e+03,9.073224e-01,5.271660e-01,1.992070e+01,4.833400e-01,9.496286e+00,8.073239e-01,1.098993e+01
2.600000e+01,2.505493e+03,8.398746e-01,5.271723e-01,2.007679e+01,4.760757e-01,9.502643e+00,8.060009e-01,1.060976e+01
2.700000e+01,3.059183e+03,7.041021e-01,5.271887e-01,1.159049e+01,6.395584e-01,9.182280e+00,9.122573e-01,1.127959e+01
2.800000e+01,2.849752e+03,7.633977e-01,5.271240e-01,2.439923e+01,4.430957e-01,9.571703e+00,7.926279e-01,9.995606e+00
2.900000e+01,3.005814e+03,7.168086e-01,5.271900e-01,1.914269e+01,4.918281e-01,9.476767e+00,8.111302e-01,1.009883e+01
