# step_count,fitted_elastic_modulus,elastic_modulus_match_degree,average_bond_length,average_persistence_length,persistence_length_match_degree,average_end_to_end_distance,end_to_end_distance_match_degree,reward_value
1.000000e+00,2.563033e+03,8.934635e-01,5.272337e-01,2.356662e+01,4.458753e-01,9.557524e+00,7.951490e-01,1.067244e+01
2.000000e+00,2.498143e+03,8.347744e-01,5.272243e-01,1.070827e+01,7.058150e-01,9.125724e+00,9.126142e-01,1.226602e+01
3.000000e+00,2.705520e+03,8.323233e-01,5.271153e-01,1.957686e+01,4.856588e-01,9.484417e+00,8.100492e-01,1.064016e+01
4.000000e+00,2.649702e+03,8.785325e-01,5.271740e-01,1.056416e+01,6.817952e-01,9.113556e+00,9.232522e-01,1.241790e+01
5.000000e+00,2.980243e+03,7.233675e-01,5.272157e-01,1.619226e+01,5.307175e-01,9.411032e+00,8.257865e-01,1.039936e+01
6.000000e+00,2.634333e+03,8.969315e-01,5.271883e-01,1.843217e+01,5.000230e-01,9.467042e+00,8.133551e-01,1.105155e+01
7.000000e+00,3.176900e+03,6.797882e-01,5.272157e-01,1.185645e+01,6.452850e-01,9.214842e+00,8.906923e-01,1.107883e+01
8.000000e+00,3.010564e+03,7.156259e-01,5.271333e-01,2.030838e+01,4.783399e-01,9.510866e+00,8.040408e-01,9.990034e+00
9.000000e+00,2.810706e+03,7.784061e-01,5.272220e-01,1.757263e+01,5.062774e-01,9.438611e+00,8.194526e-01,1.052068e+01
1.000000e+01,2.777671e+03,7.927641e-01,5.271693e-01,2.380052e+01,4.463391e-01,9.561876e+00,7.944065e-01,1.016755e+01
1.100000e+01,3.048257e+03,7.066046e-01,5.271183e-01,2.095521e+01,4.666435e-01,9.512765e+00,8.039654e-01,9.886068e+00
1.200000e+01,2.489383e+03,8.290058e-01,5.271457e-01,2.417155e+01,4.409447e-01,9.570716e+00,7.926470e-01,1.031299e+01
1.300000e+01,3.203973e+03,6.747764e-01,5.272117e-01,1.265903e+01,6.039249e-01,9.250175e+00,8.781329e-01,1.078417e+01
1.400000e+01,2.585712e+03,9.309846e-01,5.272020e-01,2.187718e+01,4.593073e-01,9.527920e+00,8.007992e-01,1.095546e+01
1.500000e+01,2.952571e+03,7.308634e-01,5.272213e-01,1.985130e+01,4.818697e-01,9.492508e+00,8.079105e-01,1.010322e+01
1.600000e+01,2.463888e+03,8.138000e-01,5.271997e-01,1.437461e+01,5.635297e-01,9.331730e+00,8.476691e-01,1.112499e+01
1.700000e+01,3.116078e+03,6.917908e-01,5.271640e-01,1.694600e+01,5.122442e-01,9.421518e+00,8.245850e-01,1.014310e+01
1.800000e+01,2.733191e+03,8.154381e-01,5.272060e-01,1.059376e+01,7.059521e-01,9.121711e+00,9.153791e-01,1.218385e+01
1.900000e+01,2.452109e+03,8.074297e-01,5.273020e-01,2.015764e+01,4.761056e-01,9.502942e+00,8.060950e-01,1.044815e+01
2.000000e+01,2.964709e+03,7.275216e-01,5.270943e-01,1.364852e+01,5.771981e-01,9.302962e+00,8.584139e-01,1.081567e+01
2.100000e+01,2.689600e+03,8.434279e-01,5.271547e-01,1.765462e+01,5.058077e-01,9.441970e+00,8.200131e-01,1.084624e+01
2.200000e+01,2.461556e+03,8.125096e-01,5.271380e-01,2.541142e+01,4.319343e-01,9.586532e+00,7.904114e-01,1.017428e+01
2.300000e+01,2.823485e+03,7.732864e-01,5.271720e-01,1.876562e+01,4.956368e-01,9.476205e+00,8.108728e-01,1.039898e+01
