# step_count,fitted_elastic_modulus,elastic_modulus_match_degree,average_bond_length,average_persistence_length,persistence_length_match_degree,average_end_to_end_distance,end_to_end_distance_match_degree,reward_value
1.000000e+00,2.649120e+03,8.791601e-01,5.271347e-01,2.294363e+01,-1.000000e+00,9.545878e+00,-1.000000e+00,-5.604200e+00
2.000000e+00,2.584465e+03,9.282487e-01,5.273237e-01,1.714978e+01,-1.000000e+00,9.430051e+00,-1.000000e+00,-5.358757e+00
3.000000e+00,2.446552e+03,-1.000000e+00,5.271683e-01,1.650663e+01,-1.000000e+00,9.413408e+00,-1.000000e+00,-1.500000e+01
4.000000e+00,2.813664e+03,-1.000000e+00,5.271793e-01,2.197543e+01,-1.000000e+00,9.536632e+00,-1.000000e+00,-1.500000e+01
5.000000e+00,3.016240e+03,-1.000000e+00,5.271443e-01,1.800063e+01,-1.000000e+00,9.445763e+00,-1.000000e+00,-1.500000e+01
6.000000e+00,2.450399e+03,-1.000000e+00,5.271513e-01,1.809540e+01,-1.000000e+00,9.450855e+00,-1.000000e+00,-1.500000e+01
7.000000e+00,3.068339e+03,-1.000000e+00,5.271500e-01,2.030831e+01,-1.000000e+00,9.498636e+00,-1.000000e+00,-1.500000e+01
8.000000e+00,2.553066e+03,8.815577e-01,5.272043e-01,1.290324e+01,-1.000000e+00,9.262020e+00,8.727070e-01,3.771324e+00
9.000000e+00,2.532432e+03,-1.000000e+00,5.271580e-01,1.701213e+01,-1.000000e+00,9.422895e+00,-1.000000e+00,-1.500000e+01
1.000000e+01,2.843141e+03,-1.000000e+00,5.271497e-01,1.874293e+01,-1.000000e+00,9.466530e+00,-1.000000e+00,-1.500000e+01
1.100000e+01,3.120246e+03,-1.000000e+00,5.271850e-01,2.020961e+01,-1.000000e+00,9.504073e+00,-1.000000e+00,-1.500000e+01
1.200000e+01,3.183681e+03,-1.000000e+00,5.272493e-01,1.609601e+01,-1.000000e+00,9.392432e+00,-1.000000e+00,-1.500000e+01
1.300000e+01,2.486388e+03,-1.000000e+00,5.272080e-01,2.344055e+01,-1.000000e+00,9.566367e+00,-1.000000e+00,-1.500000e+01
1.400000e+01,2.609127e+03,9.440663e-01,5.272037e-01,1.780848e+01,-1.000000e+00,9.448573e+00,-1.000000e+00,-5.279668e+00
1.500000e+01,2.683085e+03,-1.000000e+00,5.271270e-01,1.954834e+01,-1.000000e+00,9.483490e+00,-1.000000e+00,-1.500000e+01
1.600000e+01,3.226278e+03,-1.000000e+00,5.271230e-01,1.960734e+01,-1.000000e+00,9.495376e+00,-1.000000e+00,-1.500000e+01
1.700000e+01,2.729058e+03,-1.000000e+00,5.271490e-01,2.476440e+01,-1.000000e+00,9.572650e+00,-1.000000e+00,-1.500000e+01
1.800000e+01,2.821529e+03,-1.000000e+00,5.272320e-01,1.194003e+01,6.227379e-01,9.206932e+00,9.005224e-01,2.616301e+00
1.900000e+01,3.039438e+03,-1.000000e+00,5.271700e-01,2.330584e+01,-1.000000e+00,9.555755e+00,-1.000000e+00,-1.500000e+01
2.000000e+01,2.611872e+03,9.367046e-01,5.271970e-01,1.371536e+01,-1.000000e+00,9.302078e+00,8.589247e-01,3.978146e+00
2.100000e+01,2.762722e+03,-1.000000e+00,5.271543e-01,1.998480e+01,-1.000000e+00,9.499702e+00,-1.000000e+00,-1.500000e+01
2.200000e+01,2.621937e+03,9.158731e-01,5.271897e-01,2.253093e+01,-1.000000e+00,9.545649e+00,-1.000000e+00,-5.420635e+00
2.300000e+01,2.667727e+03,-1.000000e+00,5.272193e-01,2.041728e+01,-1.000000e+00,9.504933e+00,-1.000000e+00,-1.500000e+01
2.400000e+01,2.624880e+03,9.108933e-01,5.271917e-01,1.059421e+01,7.003500e-01,9.133455e+00,9.200027e-01,1.265623e+01
2.500000e+01,3.098646e+03,-1.000000e+00,5.272680e-01,2.078608e+01,-1.000000e+00,9.510055e+00,-1.000000e+00,-1.500000e+01
2.600000e+01,2.970190e+03,-1.000000e+00,5.271760e-01,2.116949e+01,-1.000000e+00,9.522634e+00,-1.000000e+00,-1.500000e+01
2.700000e+01,2.659814e+03,-1.000000e+00,5.271830e-01,1.487265e+01,-1.000000e+00,9.354623e+00,-1.000000e+00,-1.500000e+01
2.800000e+01,3.153122e+03,-1.000000e+00,5.272113e-01,2.129478e+01,-1.000000e+00,9.516772e+00,-1.000000e+00,-1.500000e+01
2.900000e+01,2.897662e+03,-1.000000e+00,5.272300e-01,1.822797e+01,-1.000000e+00,9.458461e+00,-1.000000e+00,-1.500000e+01
3.000000e+01,2.756688e+03,-1.000000e+00,5.271617e-01,1.877585e+01,-1.000000e+00,9.464302e+00,-1.000000e+00,-1.500000e+01
3.100000e+01,2.911146e+03,-1.000000e+00,5.272627e-01,1.552264e+01,-1.000000e+00,9.375283e+00,-1.000000e+00,-1.500000e+01
3.200000e+01,2.744706e+03,-1.000000e+00,5.271807e-01,2.299659e+01,-1.000000e+00,9.550647e+00,-1.000000e+00,-1.500000e+01
3.300000e+01,2.993335e+03,-1.000000e+00,5.271670e-01,1.288645e+01,-1.000000e+00,9.267595e+00,8.696785e-01,-5.651607e+00
3.400000e+01,2.857169e+03,-1.000000e+00,5.271613e-01,2.200479e+01,-1.000000e+00,9.531024e+00,-1.000000e+00,-1.500000e+01
3.500000e+01,3.077607e+03,-1.000000e+00,5.271850e-01,2.213775e+01,-1.000000e+00,9.541372e+00,-1.000000e+00,-1.500000e+01
3.600000e+01,2.713082e+03,-1.000000e+00,5.272137e-01,1.547647e+01,-1.000000e+00,9.373112e+00,-1.000000e+00,-1.500000e+01
3.700000e+01,2.891042e+03,-1.000000e+00,5.271403e-01,1.599390e+01,-1.000000e+00,9.387109e+00,-1.000000e+00,-1.500000e+01
3.800000e+01,3.090933e+03,-1.000000e+00,5.271333e-01,2.319073e+01,-1.000000e+00,9.548008e+00,-1.000000e+00,-1.500000e+01
3.900000e+01,2.846299e+03,-1.000000e+00,5.271567e-01,2.227986e+01,-1.000000e+00,9.536854e+00,-1.000000e+00,-1.500000e+01
4.000000e+01,3.088463e+03,-1.000000e+00,5.272330e-01,1.632304e+01,-1.000000e+00,9.406657e+00,-1.000000e+00,-1.500000e+01
4.100000e+01,2.870321e+03,-1.000000e+00,5.271733e-01,8.839872e+00,7.084287e-01,8.984151e+00,8.770157e-01,2.927222e+00
4.200000e+01,2.674075e+03,-1.000000e+00,5.271930e-01,2.329108e+01,-1.000000e+00,9.555341e+00,-1.000000e+00,-1.500000e+01
4.300000e+01,3.078525e+03,-1.000000e+00,5.272013e-01,1.369421e+01,-1.000000e+00,9.309313e+00,8.541477e-01,-5.729261e+00
