# step_count,fitted_elastic_modulus,elastic_modulus_match_degree,average_bond_length,average_persistence_length,persistence_length_match_degree,average_end_to_end_distance,end_to_end_distance_match_degree,reward_value
1.000000e+00,2.590602e+03,9.432883e-01,5.271997e-01,2.252386e+01,-1.000000e+00,9.547794e+00,-1.000000e+00,-5.283559e+00
2.000000e+00,2.926628e+03,-1.000000e+00,5.271087e-01,1.884068e+01,-1.000000e+00,9.471828e+00,-1.000000e+00,-1.500000e+01
3.000000e+00,3.041529e+03,-1.000000e+00,5.271880e-01,2.246554e+01,-1.000000e+00,9.548401e+00,-1.000000e+00,-1.500000e+01
4.000000e+00,2.595388e+03,9.595871e-01,5.271403e-01,1.406015e+01,-1.000000e+00,9.315810e+00,8.536761e-01,4.066316e+00
5.000000e+00,2.445315e+03,-1.000000e+00,5.272663e-01,1.278847e+01,6.152627e-01,9.262605e+00,8.695334e-01,2.423981e+00
6.000000e+00,2.472104e+03,-1.000000e+00,5.271767e-01,9.734491e+00,7.720759e-01,9.046781e+00,8.986584e-01,3.353671e+00
7.000000e+00,2.659581e+03,-1.000000e+00,5.272570e-01,1.660040e+01,-1.000000e+00,9.410907e+00,-1.000000e+00,-1.500000e+01
8.000000e+00,3.008219e+03,-1.000000e+00,5.271463e-01,2.189916e+01,-1.000000e+00,9.538217e+00,-1.000000e+00,-1.500000e+01
9.000000e+00,2.782063e+03,-1.000000e+00,5.271817e-01,2.091240e+01,-1.000000e+00,9.519857e+00,-1.000000e+00,-1.500000e+01
1.000000e+01,2.863141e+03,-1.000000e+00,5.271397e-01,1.193790e+01,6.223098e-01,9.206251e+00,8.984821e-01,2.603960e+00
1.100000e+01,3.058375e+03,-1.000000e+00,5.271563e-01,2.291392e+01,-1.000000e+00,9.554471e+00,-1.000000e+00,-1.500000e+01
1.200000e+01,2.813529e+03,-1.000000e+00,5.271597e-01,2.234010e+01,-1.000000e+00,9.544367e+00,-1.000000e+00,-1.500000e+01
1.300000e+01,2.898090e+03,-1.000000e+00,5.272407e-01,1.032163e+01,7.144528e-01,9.104829e+00,9.109690e-01,3.127109e+00
1.400000e+01,2.937088e+03,-1.000000e+00,5.271757e-01,2.061662e+01,-1.000000e+00,9.512278e+00,-1.000000e+00,-1.500000e+01
1.500000e+01,2.805516e+03,-1.000000e+00,5.270920e-01,2.202245e+01,-1.000000e+00,9.532102e+00,-1.000000e+00,-1.500000e+01
1.600000e+01,2.477009e+03,-1.000000e+00,5.271407e-01,1.811057e+01,-1.000000e+00,9.447569e+00,-1.000000e+00,-1.500000e+01
1.700000e+01,3.193459e+03,-1.000000e+00,5.271463e-01,1.887996e+01,-1.000000e+00,9.469991e+00,-1.000000e+00,-1.500000e+01
1.800000e+01,2.445253e+03,-1.000000e+00,5.271983e-01,1.570138e+01,-1.000000e+00,9.393162e+00,-1.000000e+00,-1.500000e+01
1.900000e+01,2.903995e+03,-1.000000e+00,5.272073e-01,2.101940e+01,-1.000000e+00,9.523700e+00,-1.000000e+00,-1.500000e+01
2.000000e+01,2.637559e+03,8.927048e-01,5.271560e-01,1.879710e+01,-1.000000e+00,9.470406e+00,-1.000000e+00,-5.536476e+00
2.100000e+01,2.494637e+03,-1.000000e+00,5.271693e-01,1.959943e+01,-1.000000e+00,9.488155e+00,-1.000000e+00,-1.500000e+01
2.200000e+01,2.655487e+03,-1.000000e+00,5.271940e-01,1.904855e+01,-1.000000e+00,9.476961e+00,-1.000000e+00,-1.500000e+01
2.300000e+01,2.981607e+03,-1.000000e+00,5.271040e-01,1.783725e+01,-1.000000e+00,9.441435e+00,-1.000000e+00,-1.500000e+01
2.400000e+01,2.788696e+03,-1.000000e+00,5.271643e-01,1.739252e+01,-1.000000e+00,9.431679e+00,-1.000000e+00,-1.500000e+01
2.500000e+01,2.479544e+03,-1.000000e+00,5.271943e-01,1.938773e+01,-1.000000e+00,9.480142e+00,-1.000000e+00,-1.500000e+01
2.600000e+01,3.140263e+03,-1.000000e+00,5.271540e-01,9.594822e+00,7.698312e-01,9.041529e+00,8.946841e-01,3.322577e+00
2.700000e+01,2.698791e+03,-1.000000e+00,5.272040e-01,1.928505e+01,-1.000000e+00,9.482221e+00,-1.000000e+00,-1.500000e+01
