# step_count,bc_1,bc_2,bc_3,ac_1,ac_2,ac_3,ac_4,ac_5,ac_6,ic_1,ic_2,ic_3,pc_1_2_1_hb,pc_1_2_2_hb,pc_1_3_1_hb,pc_1_3_2_hb,pc_1_1_1,pc_1_1_2,pc_1_2_1,pc_1_2_2,pc_1_3_1,pc_1_3_2,pc_2_2_1,pc_2_2_2,pc_2_3_1,pc_2_3_2,pc_3_3_1,pc_3_3_2
1.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.506000e+00,6.108000e+00,1.506000e+00,6.108000e+00,9.804000e-01,5.140000e+00,9.804000e-01,4.233000e+00,9.804000e-01,4.132000e+00,9.804000e-01,5.140000e+00,5.887000e-01,4.058000e+00,9.804000e-01,5.140000e+00
2.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.460000e+00,6.023000e+00,1.460000e+00,6.023000e+00,1.025000e+00,5.111000e+00,1.025000e+00,4.209000e+00,1.025000e+00,4.109000e+00,1.025000e+00,5.111000e+00,5.119000e-01,4.087000e+00,1.025000e+00,5.111000e+00
3.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.494000e+00,6.360000e+00,1.494000e+00,6.360000e+00,9.484000e-01,5.181000e+00,9.484000e-01,4.266000e+00,9.484000e-01,4.165000e+00,9.484000e-01,5.181000e+00,5.872000e-01,4.062000e+00,9.484000e-01,5.181000e+00
4.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.597000e+00,6.459000e+00,1.597000e+00,6.459000e+00,1.058000e+00,5.159000e+00,1.058000e+00,4.249000e+00,1.058000e+00,4.148000e+00,1.058000e+00,5.159000e+00,5.715000e-01,4.065000e+00,1.058000e+00,5.159000e+00
5.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.589000e+00,6.332000e+00,1.589000e+00,6.332000e+00,9.620000e-01,5.190000e+00,9.620000e-01,4.274000e+00,9.620000e-01,4.172000e+00,9.620000e-01,5.190000e+00,5.422000e-01,4.078000e+00,9.620000e-01,5.190000e+00
6.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.519000e+00,6.585000e+00,1.519000e+00,6.585000e+00,1.032000e+00,5.141000e+00,1.032000e+00,4.234000e+00,1.032000e+00,4.133000e+00,1.032000e+00,5.141000e+00,5.672000e-01,4.073000e+00,1.032000e+00,5.141000e+00
7.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.514000e+00,6.075000e+00,1.514000e+00,6.075000e+00,9.404000e-01,5.171000e+00,9.404000e-01,4.259000e+00,9.404000e-01,4.157000e+00,9.404000e-01,5.171000e+00,5.572000e-01,4.071000e+00,9.404000e-01,5.171000e+00
8.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.426000e+00,6.342000e+00,1.426000e+00,6.342000e+00,9.597000e-01,5.133000e+00,9.597000e-01,4.227000e+00,9.597000e-01,4.127000e+00,9.597000e-01,5.133000e+00,5.249000e-01,4.072000e+00,9.597000e-01,5.133000e+00
9.000000e+00,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.504000e+00,6.510000e+00,1.504000e+00,6.510000e+00,9.478000e-01,5.143000e+00,9.478000e-01,4.235000e+00,9.478000e-01,4.134000e+00,9.478000e-01,5.143000e+00,5.778000e-01,4.083000e+00,9.478000e-01,5.143000e+00
1.000000e+01,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.593000e+00,6.392000e+00,1.593000e+00,6.392000e+00,1.026000e+00,5.150000e+00,1.026000e+00,4.241000e+00,1.026000e+00,4.140000e+00,1.026000e+00,5.150000e+00,5.972000e-01,4.080000e+00,1.026000e+00,5.150000e+00
1.100000e+01,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.460000e+00,6.596000e+00,1.460000e+00,6.596000e+00,9.161000e-01,5.173000e+00,9.161000e-01,4.260000e+00,9.161000e-01,4.158000e+00,9.161000e-01,5.173000e+00,5.605000e-01,4.057000e+00,9.161000e-01,5.173000e+00
1.200000e+01,6.406000e+01,8.242000e+01,1.123000e+02,3.097000e+01,3.879000e+01,3.052000e+01,2.728000e+01,2.597000e+01,2.242000e+01,1.702000e-01,1.555000e-01,1.698000e-01,1.459000e+00,6.373000e+00,1.459000e+00,6.373000e+00,1.021000e+00,5.179000e+00,1.021000e+00,4.265000e+00,1.021000e+00,4.163000e+00,1.021000e+00,5.179000e+00,5.167000e-01,4.065000e+00,1.021000e+00,5.179000e+00
