# step_count,fitted_elastic_modulus,elastic_modulus_match_degree,average_persistence_length,persistence_length_match_degree,average_end_to_end_distance,end_to_end_distance_match_degree,system_stable_enough_switch,fracture_average_direction_angle_match_degree,fracture_rotation_angle_match_degree,max_stress_match_degree,max_strain_energy_match_degree,equivalent_strain_match_degree,reward_value
1.000000e+00,2.604401e+03,9.604816e-01,9.501734e+00,7.800355e-01,9.051519e+00,8.667871e-01,1.000000e+00,1.000000e+00,1.000000e+00,7.017544e-01,0.000000e+00,4.409748e-01,3.024140e+01
2.000000e+00,2.597860e+03,9.721117e-01,9.799228e+00,7.226196e-01,9.083678e+00,8.728376e-01,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,7.804125e-01,9.047349e-01,2.736152e+01
3.000000e+00,2.601243e+03,9.786017e-01,9.945324e+00,7.577106e-01,9.090450e+00,8.964140e-01,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,7.858471e-01,9.335370e-01,3.283132e+01
4.000000e+00,2.606365e+03,9.528545e-01,1.030840e+01,6.909644e-01,9.130270e+00,8.928784e-01,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,8.126657e-01,9.861430e-01,2.761420e+01
5.000000e+00,2.602999e+03,9.671530e-01,9.817405e+00,7.606151e-01,9.080252e+00,8.852255e-01,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,5.224052e-01,2.567699e+01
6.000000e+00,2.605118e+03,9.575164e-01,9.058953e+00,7.333576e-01,9.039456e+00,8.604960e-01,1.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,7.005576e-01,2.625964e+01
7.000000e+00,2.603505e+03,9.645852e-01,1.038743e+01,7.260987e-01,9.115885e+00,9.011610e-01,1.000000e+00,5.000000e-01,5.000000e-01,0.000000e+00,0.000000e+00,6.789447e-01,2.635395e+01
8.000000e+00,2.604830e+03,9.586789e-01,1.160987e+01,-1.000000e+00,9.203270e+00,8.580478e-01,1.000000e+00,1.000000e+00,1.000000e+00,7.427251e-01,0.000000e+00,6.940442e-01,2.255385e+01
9.000000e+00,2.605282e+03,9.568730e-01,9.569402e+00,7.733329e-01,9.049140e+00,8.812831e-01,1.000000e+00,0.000000e+00,0.000000e+00,7.219548e-01,0.000000e+00,4.511943e-01,2.031342e+01
1.000000e+01,2.605619e+03,9.555770e-01,1.023653e+01,7.155101e-01,9.121451e+00,8.887984e-01,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,0.000000e+00,8.628504e-01,3.211368e+01
1.100000e+01,2.597884e+03,9.722632e-01,9.357905e+00,7.728066e-01,9.020631e+00,8.868554e-01,1.000000e+00,5.000000e-01,5.000000e-01,0.000000e+00,0.000000e+00,4.834650e-01,2.557695e+01
1.200000e+01,2.604052e+03,9.620216e-01,1.056362e+01,6.459745e-01,9.137751e+00,8.729565e-01,1.000000e+00,5.000000e-01,5.000000e-01,0.000000e+00,0.000000e+00,7.803962e-01,2.630674e+01
1.300000e+01,2.604445e+03,9.602933e-01,9.631509e+00,7.759870e-01,9.056302e+00,8.879000e-01,1.000000e+00,1.000000e+00,1.000000e+00,6.789055e-01,7.277281e-01,9.864026e-01,8.057630e+01
1.400000e+01,2.598824e+03,9.791718e-01,1.085455e+01,6.968692e-01,9.152344e+00,9.150963e-01,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.659328e-01,2.078535e+01
1.500000e+01,2.609395e+03,9.432979e-01,9.113294e+00,7.414550e-01,9.033513e+00,8.690519e-01,1.000000e+00,1.000000e+00,1.000000e+00,6.864548e-01,6.793561e-01,9.672155e-01,8.016003e+01
1.600000e+01,2.602427e+03,9.703511e-01,9.851415e+00,7.421735e-01,9.092473e+00,8.905012e-01,1.000000e+00,0.000000e+00,1.000000e+00,7.652233e-01,0.000000e+00,7.612013e-01,2.682114e+01
1.700000e+01,2.601740e+03,9.747814e-01,1.055290e+01,6.892186e-01,9.133027e+00,8.941152e-01,1.000000e+00,0.000000e+00,5.000000e-01,0.000000e+00,0.000000e+00,5.101573e-01,2.284136e+01
1.800000e+01,2.604439e+03,9.603218e-01,1.047407e+01,6.928623e-01,9.112901e+00,9.119039e-01,1.000000e+00,5.000000e-01,5.000000e-01,6.777897e-01,0.000000e+00,6.164019e-01,2.590745e+01
1.900000e+01,2.602953e+03,9.673984e-01,1.114622e+01,-1.000000e+00,9.199356e+00,8.671068e-01,1.000000e+00,5.000000e-01,5.000000e-01,0.000000e+00,0.000000e+00,2.815531e-01,1.558029e+01
2.000000e+01,2.606045e+03,9.540006e-01,1.079364e+01,6.534254e-01,9.159465e+00,8.970420e-01,1.000000e+00,0.000000e+00,0.000000e+00,7.192232e-01,0.000000e+00,7.590774e-01,2.131773e+01
2.100000e+01,2.597763e+03,9.715035e-01,9.760964e+00,7.630721e-01,9.071767e+00,8.785526e-01,1.000000e+00,0.000000e+00,5.000000e-01,0.000000e+00,0.000000e+00,3.687051e-01,2.240917e+01
2.200000e+01,2.605202e+03,9.571871e-01,1.124909e+01,6.141537e-01,9.188830e+00,8.821649e-01,1.000000e+00,5.000000e-01,5.000000e-01,0.000000e+00,0.000000e+00,6.289287e-01,2.541217e+01
2.300000e+01,2.608831e+03,9.449311e-01,9.308640e+00,7.726596e-01,8.992969e+00,8.762877e-01,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.594934e-01,8.553555e-01,2.224617e+01
2.400000e+01,2.599846e+03,9.923682e-01,9.378426e+00,7.658900e-01,9.051518e+00,8.664834e-01,1.000000e+00,0.000000e+00,0.000000e+00,6.774436e-01,0.000000e+00,8.633872e-01,2.244064e+01
2.500000e+01,2.601617e+03,9.756688e-01,1.071198e+01,-1.000000e+00,9.167186e+00,8.559562e-01,1.000000e+00,5.000000e-01,5.000000e-01,7.565613e-01,0.000000e+00,4.117300e-01,1.621678e+01
2.600000e+01,2.598208e+03,9.744174e-01,9.308279e+00,7.470945e-01,9.026155e+00,8.827427e-01,1.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.599358e-01,1.932095e+01
2.700000e+01,2.605589e+03,9.556923e-01,1.000860e+01,6.951832e-01,9.112313e+00,8.731933e-01,1.000000e+00,1.000000e+00,1.000000e+00,0.000000e+00,8.012417e-01,9.982950e-01,3.261182e+01
