#number,value,params_x0,params_x1,params_x2,params_x3,params_x4,params_x5,params_x6,params_x7,params_x8,params_x9,params_x10,params_x11
101,2.397865e+01,1.141403e-01,7.484283e-02,7.880323e-02,9.742344e-02,-6.994172e-01,7.197801e-02,-5.584002e-01,-5.369793e-01,-1.773840e-01,-4.706992e-01,-9.360023e-03,-3.974738e-01
102,1.988977e+01,5.426863e-01,2.080922e-01,9.590481e-03,5.412992e-01,-8.595986e-01,3.501822e-01,-3.887600e-01,-3.062791e-01,-5.009525e-02,-4.961412e-01,-5.713144e-02,-1.405187e-02
103,3.205165e+01,3.624339e-01,-1.668208e-01,-2.353247e-01,5.623502e-01,-7.752354e-01,1.073907e-01,-4.366338e-01,-6.944062e-01,-2.746363e-02,-2.567264e-01,1.328324e-01,4.501652e-02
104,3.242663e+01,5.380534e-01,2.282811e-01,-1.365674e-01,1.900095e-01,-5.706127e-01,3.553499e-01,-7.262979e-01,-2.463257e-01,1.729531e-01,-3.386705e-01,2.836801e-01,3.772246e-02
105,1.938068e+01,4.789194e-01,1.211566e-01,2.266437e-01,4.086997e-01,-3.327680e-01,3.111558e-01,-7.759609e-01,-4.707416e-01,5.637815e-01,-1.335350e-01,-2.258633e-01,3.287569e-01
106,2.739735e+01,3.481725e-01,1.303330e-01,3.464757e-02,7.933142e-02,-3.301792e-01,9.582305e-02,-7.841135e-01,-3.011249e-02,2.598346e-01,-2.756758e-01,2.066522e-01,1.122045e-02
107,2.714564e+01,8.432053e-02,1.558901e-01,2.227874e-02,3.099771e-01,-5.630942e-01,3.494402e-01,-6.942439e-01,-7.080037e-01,2.124006e-01,-3.418990e-01,2.685930e-01,1.777490e-01
108,2.120738e+01,3.376804e-01,5.200287e-01,2.020535e-01,1.215817e-01,-5.904743e-01,1.146268e-02,-2.344781e-01,1.925572e-01,-2.322866e-01,-4.217780e-01,1.844666e-01,2.153877e-01
109,2.436085e+01,4.932003e-01,1.489343e-01,-5.295929e-03,2.412451e-01,-1.972424e-01,2.464278e-01,-6.181619e-01,-1.092244e-01,4.632843e-01,8.509273e-02,5.215784e-01,-2.518541e-01
110,3.147244e+01,6.387533e-01,8.580882e-02,-2.582215e-01,3.943580e-01,-3.041315e-01,5.218906e-02,-4.751726e-01,1.491149e-01,4.307579e-01,3.084380e-02,2.649475e-01,-1.688824e-01
111,1.836370e+01,3.411167e-01,1.017056e-01,2.371281e-01,1.580221e-01,-7.869892e-01,2.691072e-01,-4.657965e-01,-1.682983e-01,1.353802e-01,-4.377615e-01,4.646334e-01,-2.843860e-01
112,3.165805e+01,2.754221e-01,-2.074724e-01,-2.768166e-01,3.707097e-01,-8.939358e-01,5.961344e-01,-8.783102e-01,-3.704273e-01,-2.957592e-01,-6.391245e-01,3.973652e-01,8.162023e-02
113,2.669956e+01,4.251431e-01,-1.369665e-01,-3.775071e-03,1.482027e-01,-5.090286e-01,1.599800e-01,-6.451688e-01,-2.382203e-01,3.534757e-01,1.042396e-01,-8.598267e-02,1.292626e-01
