#number,value,params_x0,params_x1,params_x2,params_x3,params_x4,params_x5,params_x6,params_x7,params_x8,params_x9,params_x10,params_x11
106,7.854958e+01,-9.407643e-01,-9.318939e-01,-2.028960e-01,8.259035e-02,6.315724e-01,2.580332e-01,-3.184662e-01,-9.260560e-01,-2.642823e-01,-7.139333e-01,2.627901e-01,-7.047638e-01
107,7.143832e+01,-8.616946e-01,-7.749414e-01,-9.641377e-03,-6.473731e-02,7.111976e-01,2.203762e-01,-5.194810e-01,-7.638922e-01,-6.797173e-01,-9.516658e-01,3.563565e-01,-6.441711e-01
108,7.356887e+01,-8.077096e-01,-8.869920e-01,1.150694e-01,2.113548e-01,4.662105e-01,5.360896e-01,-8.032667e-03,-9.456530e-01,-1.772871e-01,-4.716837e-01,5.012054e-01,-4.153499e-01
109,7.097316e+01,-4.935977e-01,-6.726597e-01,-2.827723e-01,-1.198118e-01,5.891361e-01,2.726106e-02,-3.981984e-01,-8.699598e-01,2.190867e-01,-8.840963e-01,5.783445e-01,-5.701497e-01
110,8.314514e+01,-6.958571e-01,-7.326810e-01,6.529432e-02,1.517596e-01,-9.875532e-01,-2.070616e-02,-2.814041e-01,-6.118130e-01,-9.125121e-01,-5.457735e-01,2.982380e-01,-8.387069e-01
111,8.124193e+01,-6.992929e-01,-7.279582e-01,-8.911669e-02,1.760386e-01,-9.486364e-01,-1.182696e-01,-2.898106e-01,-7.217734e-01,-9.165991e-01,-6.376364e-01,1.510571e-01,-7.848311e-01
112,8.807213e+01,-7.603089e-01,-8.149683e-01,5.664054e-02,-6.873528e-03,-8.214375e-01,-1.595357e-02,-3.313945e-01,-6.143377e-01,-7.474049e-01,-5.707412e-01,2.961948e-01,-8.664018e-01
113,7.999779e+01,-7.611403e-01,-8.801141e-01,5.909777e-02,-2.169601e-03,-7.980342e-01,-4.817075e-02,-2.013114e-01,-6.148079e-01,-8.917197e-01,-5.555504e-01,2.931633e-01,-8.717730e-01
114,7.523336e+01,-9.041997e-01,-9.385985e-01,2.338035e-01,6.577920e-02,-8.758566e-01,-1.829379e-01,-1.043089e-01,-4.442592e-01,-9.556937e-01,-3.698463e-01,2.297566e-01,-9.270805e-01
115,7.688284e+01,-8.252086e-01,-8.274268e-01,1.413201e-01,3.847690e-01,-9.856328e-01,-1.064801e-02,-5.987995e-01,-6.354278e-01,-7.584037e-01,-5.551313e-01,4.681743e-01,-8.371107e-01
116,7.910376e+01,-9.437202e-01,-7.346826e-01,8.221662e-02,-1.012571e-01,8.328540e-01,4.859163e-02,-3.592511e-01,-7.963176e-01,-7.263281e-01,-4.700735e-01,6.277012e-01,-9.995751e-01
117,6.814169e+01,-6.252043e-01,-9.641388e-01,3.168858e-03,-2.499609e-01,-6.068193e-01,1.002149e-01,-4.583049e-01,9.961796e-01,-8.109652e-01,-6.913996e-01,4.371578e-01,-7.763016e-01
118,5.832114e+01,-8.637121e-01,-9.024164e-01,-1.558281e-01,2.530993e-01,7.756016e-01,-1.035521e-01,-4.165838e-01,-5.606488e-01,-9.061843e-01,-7.802282e-01,8.468562e-01,-6.891731e-01
119,7.615908e+01,-6.837944e-01,-8.294634e-01,-3.863490e-02,-3.649887e-01,-7.202174e-01,4.183234e-01,-3.204422e-01,-6.792246e-01,-9.914953e-01,-9.557182e-01,7.691231e-01,-3.554404e-01
