#number,value,params_x0,params_x1,params_x10,params_x11,params_x2,params_x3,params_x4,params_x5,params_x6,params_x7,params_x8,params_x9
66,2.704928e+01,-2.038727e-01,-9.265672e-01,-6.350761e-01,3.394715e-01,-7.829643e-01,-9.316488e-02,4.773191e-01,-6.361788e-01,-8.589951e-02,-5.178295e-01,2.721993e-01,-1.731357e-01
67,2.048822e+01,1.378150e-01,-8.747174e-01,-5.064534e-01,7.263403e-01,-6.304184e-01,1.364051e-01,9.595650e-01,-4.381340e-01,9.737316e-01,-3.205320e-01,3.565300e-01,-4.614842e-03
68,1.185725e+01,-2.783091e-01,-5.910123e-01,-5.706788e-01,5.689903e-01,9.770588e-01,-6.220748e-03,5.740015e-01,-9.197973e-01,7.295370e-01,-1.311299e-01,1.786388e-01,-3.167792e-01
69,1.146977e+01,-3.780990e-01,8.975416e-01,-8.566341e-01,5.115204e-01,-9.224048e-01,2.748402e-01,5.007391e-01,-5.292871e-01,1.264147e-01,-3.899975e-01,7.197260e-01,-1.259926e-01
70,3.188439e+01,-1.300479e-02,-5.272590e-01,-6.998442e-01,6.479019e-01,-6.033708e-01,-2.147888e-01,7.542696e-01,-7.227870e-01,9.806828e-01,-2.733088e-01,5.097519e-01,3.608878e-01
71,3.149504e+01,-1.616277e-03,-5.380196e-01,-4.777810e-01,4.694651e-01,-7.337861e-01,-1.988773e-01,7.157653e-01,-6.975237e-01,9.654720e-01,-1.804109e-01,5.092158e-01,4.812122e-01
72,1.873608e+01,-1.159930e-01,-7.899074e-01,-7.042227e-01,6.388652e-01,-5.094064e-01,3.886822e-01,8.089288e-01,-8.723337e-01,9.225800e-01,-2.929830e-01,3.112246e-01,3.508792e-01
73,2.165694e+01,-4.291703e-02,-6.762900e-01,-7.993923e-01,9.499979e-01,-8.303676e-01,-1.094586e-01,5.632120e-01,-7.832667e-01,9.973229e-01,-7.647636e-02,2.155823e-01,2.229706e-01
74,1.989738e+01,-1.970306e-01,-8.261246e-01,-6.591520e-01,3.749188e-01,-5.655161e-01,-4.715690e-02,6.069514e-01,-6.048338e-01,8.483706e-01,-3.932694e-01,5.761438e-01,1.699891e-02
75,2.549899e+01,-3.483012e-01,7.868190e-01,-6.093648e-01,7.268618e-01,-6.159367e-01,-2.059210e-01,4.352987e-01,-7.212466e-01,7.886246e-01,-1.562544e-01,5.497378e-02,9.490226e-02
76,2.143985e+01,1.273439e-01,-8.850787e-01,-5.349625e-01,6.010604e-01,-7.718518e-01,1.387525e-01,8.950034e-01,-9.373404e-01,-4.731875e-01,-5.346009e-01,-4.485300e-02,5.634163e-01
77,2.104966e+01,-8.394711e-02,-5.016911e-01,-8.758040e-01,6.436116e-01,2.552844e-01,-1.426933e-01,7.405173e-01,-8.575766e-01,-6.044099e-01,-2.652720e-01,6.848907e-01,1.600676e-01
78,2.216744e+01,-2.870072e-01,6.912973e-01,-2.981591e-01,-9.896302e-02,7.114074e-01,-9.532331e-03,6.419557e-01,-7.944987e-01,9.096905e-01,-6.130105e-01,3.150878e-01,3.632876e-01
79,1.982543e+01,-4.647289e-01,-7.245895e-01,-9.825350e-01,2.396411e-01,-4.499890e-01,-2.960559e-01,3.223742e-01,-4.365670e-01,-1.797887e-01,-3.499731e-01,4.672805e-01,2.838117e-01
80,2.473729e+01,3.998051e-02,6.262661e-01,-3.740643e-01,8.290136e-01,4.440530e-01,8.415737e-02,5.251202e-01,-6.845099e-01,3.056749e-01,-3.026008e-02,7.549574e-02,4.827978e-01
81,2.106100e+01,-1.503870e-02,-5.434463e-01,-4.650725e-01,4.495580e-01,-7.158457e-01,-2.268681e-01,7.101212e-01,-6.695132e-01,9.493942e-01,-2.000492e-01,5.364967e-01,6.767892e-01
82,2.101819e+01,-1.558574e-01,-5.985088e-01,-7.497695e-01,5.297899e-01,-5.982686e-01,-1.812897e-01,8.259480e-01,-5.742575e-01,9.993108e-01,2.564328e-02,4.973087e-01,4.944879e-01
83,1.879471e+01,-1.058812e-01,-3.430737e-01,-1.811237e-01,4.707371e-01,8.565293e-01,-4.587897e-01,6.848523e-01,-6.989042e-01,8.694815e-01,-1.739112e-01,3.781912e-01,3.849747e-01
84,1.988957e+01,-2.564723e-01,9.377630e-01,-4.641658e-01,3.363551e-01,-8.577670e-01,-3.784284e-01,7.261435e-01,-6.137817e-01,7.703045e-01,-1.101852e-01,6.044345e-01,5.462791e-01
85,3.221988e+01,-4.503858e-02,2.882493e-01,-5.583863e-01,9.448361e-01,-7.601245e-01,-1.145453e-01,4.244869e-01,-8.300790e-01,6.853341e-01,-4.406712e-01,4.101709e-01,3.146128e-01
86,2.751932e+01,-1.917248e-01,1.956637e-01,-5.486309e-01,9.454191e-01,-6.772375e-01,-1.216821e-01,4.273230e-01,7.067353e-01,6.957105e-01,-4.193496e-01,2.514157e-01,3.149933e-01
87,3.236534e+01,-5.240562e-02,3.533196e-01,-7.039115e-01,9.323662e-01,-9.094828e-01,-2.006190e-02,5.865643e-01,-8.726525e-01,5.940512e-01,-4.638646e-01,8.276054e-01,4.455023e-01
88,2.203205e+01,-5.209929e-01,2.988430e-01,-5.991829e-01,9.250531e-01,-9.207180e-01,-6.840280e-03,5.783807e-01,-9.943858e-01,4.237125e-01,-3.500202e-01,8.843801e-01,4.501325e-01
89,2.459251e+01,8.121658e-02,4.444913e-01,-7.876928e-01,9.963967e-01,-9.490431e-01,4.120544e-01,3.729745e-01,-8.851195e-01,5.284235e-01,-4.905567e-01,7.994388e-01,-2.554520e-01
90,3.195170e+01,-3.579703e-01,3.758524e-01,-4.093684e-01,7.838470e-01,-7.830714e-01,-6.331519e-02,2.611497e-01,-8.282806e-01,6.057405e-01,-5.997079e-01,9.670098e-01,-1.142512e-01
91,1.521876e+01,-3.092276e-01,8.222515e-02,-3.900588e-01,8.613124e-01,-8.745725e-01,-9.953107e-01,2.324395e-01,-8.173585e-01,6.273547e-01,-4.654281e-01,8.575320e-01,-1.103341e-01
92,3.214820e+01,-3.571212e-01,2.807863e-01,-2.623098e-01,7.926678e-01,-7.941986e-01,-4.481436e-02,5.090761e-01,-9.514804e-01,4.428837e-01,-5.806980e-01,9.264049e-01,-2.696715e-01
93,3.236178e+01,9.916469e-01,3.008182e-01,-3.236413e-01,7.013194e-01,-8.226232e-01,1.619036e-01,4.981009e-01,-9.395384e-01,5.415798e-01,-7.349957e-01,6.934361e-01,-5.333254e-01
94,3.215218e+01,8.369763e-01,2.752223e-01,-2.780649e-01,7.047369e-01,-9.699045e-01,9.585084e-02,5.083423e-01,-9.192133e-01,5.623586e-01,-5.413304e-01,9.033960e-01,-6.388836e-01
95,2.744135e+01,9.704196e-01,3.087400e-01,-2.520602e-01,7.101658e-01,-8.272268e-01,1.721002e-01,5.113406e-01,-9.325473e-01,4.673655e-01,-7.469512e-01,9.369649e-01,-5.712474e-01
96,2.114379e+01,8.653744e-01,1.977426e-01,-3.392388e-01,8.628796e-01,-9.785912e-01,2.478968e-01,4.618880e-01,-9.594717e-01,5.580468e-01,-6.394450e-01,7.926010e-01,-6.626779e-01
97,3.232614e+01,8.245146e-01,4.953722e-01,-1.928910e-01,7.660758e-01,-8.972303e-01,9.550967e-02,3.698185e-01,-8.906171e-01,6.640177e-01,-7.853618e-01,9.095346e-01,-7.335460e-01
98,2.120970e+01,8.893386e-01,5.192587e-01,-5.607358e-02,7.584185e-01,-8.979876e-01,3.331326e-01,3.791902e-01,-8.835389e-01,7.073033e-01,-9.090545e-01,7.264725e-01,-8.649252e-01
99,2.115232e+01,7.887022e-01,3.575881e-01,-1.671135e-01,5.613141e-01,-9.934108e-01,1.041461e-01,5.854068e-01,-7.794935e-01,6.482213e-01,-6.880978e-01,9.069379e-01,-7.982557e-01
100,3.233268e+01,7.803866e-01,4.558153e-01,-2.006288e-01,6.974118e-01,-8.477944e-01,5.215311e-02,3.472951e-01,-8.497228e-01,5.533092e-01,-8.381171e-01,9.897056e-01,-6.150531e-01
